"Customer ID","Segment","Cluster","Digital_Payment_Pref","Payment Method","Fast_Shipping_Pref","Shipping Type","Prefers_Small","Prefers_Large","Size","Color"
2963,"Segment 2",2,0,"Credit Card",1,"Express",0,1,"L","Pink"
2964,"Segment 4",4,0,"Credit Card",0,"Free Shipping",0,0,"M","Brown"
2965,"Segment 2",2,1,"Venmo",0,"2-Day Shipping",1,0,"S","White"
2966,"Segment 1",1,1,"PayPal",0,"Standard",0,0,"M","Blue"
2967,"Segment 2",2,0,"Debit Card",0,"Store Pickup",0,1,"L","Orange"
2968,"Segment 3",3,1,"Venmo",0,"Free Shipping",0,1,"L","Silver"
2969,"Segment 1",1,0,"Cash",1,"Express",1,0,"S","Gray"
2970,"Segment 1",1,0,"Cash",1,"Next Day Air",1,0,"S","Blue"
2971,"Segment 3",3,0,"Credit Card",0,"Free Shipping",0,0,"M","White"
2972,"Segment 3",3,1,"PayPal",1,"Next Day Air",0,1,"L","Yellow"
2973,"Segment 1",1,1,"Venmo",0,"Free Shipping",1,0,"S","Indigo"
2974,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Blue"
2975,"Segment 4",4,0,"Credit Card",0,"Store Pickup",0,1,"XL","Peach"
2976,"Segment 4",4,0,"Cash",0,"2-Day Shipping",0,1,"XL","Lavender"
2977,"Segment 3",3,0,"Cash",1,"Express",0,0,"M","Silver"
2978,"Segment 3",3,1,"Venmo",0,"Standard",0,1,"L","Gold"
2979,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",1,0,"S","Cyan"
2980,"Segment 3",3,1,"PayPal",1,"Next Day Air",0,1,"L","Olive"
2981,"Segment 4",4,0,"Bank Transfer",0,"2-Day Shipping",0,1,"L","Teal"
2982,"Segment 1",1,1,"Venmo",0,"Standard",0,1,"L","Pink"
2983,"Segment 3",3,0,"Credit Card",0,"Store Pickup",0,0,"M","Orange"
2984,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Charcoal"
2985,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Red"
2986,"Segment 2",2,0,"Cash",1,"Express",1,0,"S","Teal"
2987,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",1,0,"S","Silver"
2988,"Segment 2",2,0,"Cash",0,"Store Pickup",0,1,"L","Black"
2989,"Segment 4",4,0,"Debit Card",0,"2-Day Shipping",1,0,"S","Pink"
2990,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,1,"XL","Teal"
2991,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,0,"M","Teal"
2992,"Segment 4",4,1,"PayPal",0,"Standard",0,1,"L","Green"
2993,"Segment 1",1,1,"Venmo",0,"Store Pickup",0,0,"M","Charcoal"
2994,"Segment 1",1,0,"Cash",0,"Free Shipping",0,1,"L","Indigo"
2995,"Segment 4",4,0,"Bank Transfer",0,"Store Pickup",1,0,"S","White"
2996,"Segment 3",3,0,"Debit Card",0,"Standard",0,0,"M","Orange"
2997,"Segment 4",4,1,"Venmo",1,"Express",0,0,"M","White"
2998,"Segment 3",3,1,"Venmo",1,"Next Day Air",1,0,"S","Yellow"
2999,"Segment 1",1,0,"Debit Card",1,"Express",0,0,"M","Red"
3000,"Segment 1",1,0,"Cash",0,"Standard",1,0,"S","Charcoal"
3001,"Segment 4",4,1,"PayPal",1,"Express",0,0,"M","Lavender"
3002,"Segment 1",1,0,"Credit Card",1,"Express",0,1,"L","Charcoal"
3003,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Maroon"
3004,"Segment 3",3,0,"Credit Card",1,"Express",0,0,"M","Brown"
3005,"Segment 4",4,1,"Venmo",0,"Store Pickup",0,0,"M","Lavender"
3006,"Segment 3",3,1,"Venmo",1,"Express",0,1,"XL","Brown"
3007,"Segment 4",4,1,"Venmo",0,"Store Pickup",0,0,"M","Olive"
3008,"Segment 3",3,1,"Venmo",1,"Next Day Air",0,1,"L","Lavender"
3009,"Segment 1",1,1,"PayPal",0,"Free Shipping",0,0,"M","Gold"
3010,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,0,"M","Silver"
3011,"Segment 2",2,0,"Credit Card",0,"Free Shipping",0,0,"M","Violet"
3012,"Segment 3",3,0,"Credit Card",1,"Next Day Air",1,0,"S","Brown"
3013,"Segment 3",3,1,"PayPal",0,"Standard",0,0,"M","Teal"
3014,"Segment 1",1,0,"Cash",0,"Store Pickup",0,1,"L","Peach"
3015,"Segment 1",1,1,"PayPal",1,"Express",0,0,"M","Maroon"
3016,"Segment 2",2,0,"Bank Transfer",1,"Express",0,1,"XL","Lavender"
3017,"Segment 1",1,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Lavender"
3018,"Segment 4",4,0,"Cash",1,"Next Day Air",1,0,"S","Purple"
3019,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,0,"M","Green"
3020,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",0,0,"M","Yellow"
3021,"Segment 3",3,1,"Venmo",0,"Store Pickup",1,0,"S","Charcoal"
3022,"Segment 4",4,0,"Cash",0,"2-Day Shipping",1,0,"S","Blue"
3023,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,0,"M","Lavender"
3024,"Segment 2",2,1,"PayPal",1,"Express",0,0,"M","Brown"
3025,"Segment 4",4,0,"Credit Card",0,"Free Shipping",1,0,"S","White"
3026,"Segment 3",3,1,"PayPal",0,"Store Pickup",0,1,"XL","Green"
3027,"Segment 3",3,0,"Credit Card",0,"Free Shipping",0,1,"L","Magenta"
3028,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,1,"XL","Peach"
3029,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,1,"L","Charcoal"
3030,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,0,"M","Gold"
3031,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,1,"XL","Purple"
3032,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Teal"
3033,"Segment 3",3,0,"Credit Card",1,"Next Day Air",0,1,"XL","Green"
3034,"Segment 3",3,1,"PayPal",0,"Store Pickup",0,1,"L","Orange"
3035,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Peach"
3036,"Segment 4",4,0,"Cash",0,"Free Shipping",0,0,"M","Gold"
3037,"Segment 4",4,1,"Venmo",1,"Next Day Air",1,0,"S","Violet"
3038,"Segment 1",1,0,"Cash",1,"Next Day Air",0,1,"L","Charcoal"
3039,"Segment 2",2,0,"Debit Card",0,"Free Shipping",0,0,"M","Brown"
3040,"Segment 2",2,1,"PayPal",1,"Next Day Air",0,1,"L","Blue"
3041,"Segment 1",1,0,"Cash",1,"Express",0,0,"M","Gold"
3042,"Segment 4",4,1,"PayPal",1,"Express",0,0,"M","Orange"
3043,"Segment 2",2,1,"PayPal",1,"Next Day Air",0,1,"L","Turquoise"
3044,"Segment 3",3,0,"Credit Card",0,"Store Pickup",1,0,"S","Peach"
3045,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Magenta"
3046,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",0,1,"L","Black"
3047,"Segment 2",2,0,"Cash",0,"Store Pickup",0,0,"M","White"
3048,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",0,0,"M","Violet"
3049,"Segment 4",4,1,"Venmo",0,"Standard",0,0,"M","Olive"
3050,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Red"
3051,"Segment 3",3,1,"Venmo",0,"Standard",1,0,"S","Green"
3052,"Segment 1",1,0,"Debit Card",1,"Express",0,1,"L","Gold"
3053,"Segment 1",1,0,"Bank Transfer",0,"Store Pickup",0,1,"XL","Olive"
3054,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Brown"
3055,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",1,0,"S","Magenta"
3056,"Segment 1",1,0,"Debit Card",0,"Standard",0,0,"M","Violet"
3057,"Segment 4",4,0,"Cash",0,"Standard",0,0,"M","Beige"
3058,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Blue"
3059,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",1,0,"S","Orange"
3060,"Segment 3",3,0,"Credit Card",1,"Express",0,1,"L","Maroon"
3061,"Segment 4",4,1,"Venmo",0,"Store Pickup",1,0,"S","Charcoal"
3062,"Segment 1",1,1,"PayPal",1,"Express",0,1,"L","Olive"
3063,"Segment 4",4,1,"PayPal",0,"Standard",0,1,"L","Green"
3064,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,1,"L","Brown"
3065,"Segment 3",3,0,"Bank Transfer",1,"Express",1,0,"S","Cyan"
3066,"Segment 3",3,1,"Venmo",0,"Store Pickup",0,0,"M","Beige"
3067,"Segment 2",2,1,"Venmo",0,"Free Shipping",0,1,"L","Teal"
3068,"Segment 2",2,0,"Cash",0,"Free Shipping",1,0,"S","Gray"
3069,"Segment 1",1,0,"Debit Card",1,"Express",0,0,"M","Indigo"
3070,"Segment 4",4,0,"Debit Card",1,"Express",0,1,"L","Magenta"
3071,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,1,"XL","Red"
3072,"Segment 3",3,1,"PayPal",1,"Next Day Air",0,1,"L","Turquoise"
3073,"Segment 3",3,1,"PayPal",0,"Standard",0,1,"L","Peach"
3074,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,1,"L","White"
3075,"Segment 1",1,0,"Debit Card",1,"Next Day Air",0,1,"L","Maroon"
3076,"Segment 4",4,1,"PayPal",0,"Standard",0,1,"XL","Beige"
3077,"Segment 2",2,1,"Venmo",1,"Express",0,0,"M","Blue"
3078,"Segment 4",4,0,"Debit Card",0,"Store Pickup",1,0,"S","Red"
3079,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Blue"
3080,"Segment 2",2,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Maroon"
3081,"Segment 2",2,0,"Cash",1,"Next Day Air",0,1,"L","Yellow"
3082,"Segment 2",2,0,"Credit Card",1,"Next Day Air",0,1,"L","Pink"
3083,"Segment 4",4,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Maroon"
3084,"Segment 1",1,1,"PayPal",0,"Store Pickup",1,0,"S","Purple"
3085,"Segment 2",2,1,"PayPal",0,"Store Pickup",1,0,"S","Indigo"
3086,"Segment 3",3,1,"Venmo",0,"Store Pickup",0,1,"L","Gray"
3087,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,0,"M","Lavender"
3088,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Charcoal"
3089,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Teal"
3090,"Segment 2",2,0,"Cash",0,"Free Shipping",0,1,"L","Blue"
3091,"Segment 1",1,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Peach"
3092,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Orange"
3093,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Silver"
3094,"Segment 1",1,0,"Cash",0,"Store Pickup",0,1,"L","Red"
3095,"Segment 3",3,0,"Cash",0,"Store Pickup",0,0,"M","Gray"
3096,"Segment 2",2,1,"Venmo",0,"Standard",1,0,"S","Beige"
3097,"Segment 4",4,0,"Bank Transfer",1,"Next Day Air",0,1,"L","White"
3098,"Segment 2",2,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Silver"
3099,"Segment 4",4,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Cyan"
3100,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",1,0,"S","Maroon"
3101,"Segment 4",4,0,"Bank Transfer",1,"Express",0,1,"L","Purple"
3102,"Segment 3",3,1,"PayPal",1,"Express",1,0,"S","Brown"
3103,"Segment 4",4,0,"Cash",0,"Standard",0,0,"M","Green"
3104,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",1,0,"S","Peach"
3105,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",1,0,"S","Turquoise"
3106,"Segment 2",2,0,"Debit Card",1,"Express",0,0,"M","Olive"
3107,"Segment 4",4,1,"PayPal",1,"Next Day Air",0,0,"M","Yellow"
3108,"Segment 2",2,0,"Credit Card",0,"Standard",0,1,"L","Gray"
3109,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,0,"M","Purple"
3110,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Gray"
3111,"Segment 1",1,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Lavender"
3112,"Segment 1",1,0,"Debit Card",0,"Free Shipping",0,1,"XL","Indigo"
3113,"Segment 3",3,1,"Venmo",1,"Express",1,0,"S","Green"
3114,"Segment 3",3,0,"Debit Card",1,"Express",0,1,"L","Green"
3115,"Segment 1",1,1,"Venmo",0,"Store Pickup",0,0,"M","Olive"
3116,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Charcoal"
3117,"Segment 4",4,1,"Venmo",0,"Store Pickup",0,1,"L","Gray"
3118,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,0,"M","Olive"
3119,"Segment 4",4,0,"Debit Card",0,"Standard",0,1,"L","Blue"
3120,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,1,"XL","Silver"
3121,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,0,"M","Magenta"
3122,"Segment 2",2,1,"Venmo",0,"Standard",0,1,"L","Black"
3123,"Segment 3",3,0,"Credit Card",1,"Express",0,0,"M","Pink"
3124,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,1,"XL","Red"
3125,"Segment 2",2,0,"Cash",0,"Standard",0,0,"M","Peach"
3126,"Segment 1",1,0,"Cash",0,"Standard",0,1,"L","Lavender"
3127,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Lavender"
3128,"Segment 4",4,0,"Credit Card",0,"Free Shipping",0,0,"M","Beige"
3129,"Segment 2",2,0,"Cash",0,"Standard",1,0,"S","Indigo"
3130,"Segment 2",2,1,"Venmo",1,"Express",1,0,"S","Cyan"
3131,"Segment 2",2,1,"Venmo",0,"Store Pickup",0,0,"M","Yellow"
3132,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Peach"
3133,"Segment 4",4,0,"Cash",1,"Express",0,0,"M","Yellow"
3134,"Segment 4",4,0,"Cash",1,"Next Day Air",0,0,"M","Orange"
3135,"Segment 1",1,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Gray"
3136,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,1,"L","Yellow"
3137,"Segment 2",2,0,"Cash",1,"Next Day Air",0,0,"M","Gray"
3138,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Turquoise"
3139,"Segment 4",4,0,"Cash",1,"Next Day Air",0,1,"L","Gray"
3140,"Segment 1",1,1,"Venmo",1,"Next Day Air",0,0,"M","Olive"
3141,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",0,1,"XL","Peach"
3142,"Segment 1",1,0,"Credit Card",1,"Express",1,0,"S","Peach"
3143,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",0,1,"L","Magenta"
3144,"Segment 2",2,0,"Cash",0,"Store Pickup",0,0,"M","Purple"
3145,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,1,"L","Beige"
3146,"Segment 2",2,1,"PayPal",0,"Standard",0,1,"XL","Purple"
3147,"Segment 1",1,1,"PayPal",0,"Free Shipping",1,0,"S","Yellow"
3148,"Segment 4",4,0,"Credit Card",1,"Express",0,0,"M","Pink"
3149,"Segment 1",1,1,"Venmo",0,"Free Shipping",0,1,"L","Purple"
3150,"Segment 1",1,1,"Venmo",0,"Free Shipping",0,0,"M","Lavender"
3151,"Segment 2",2,0,"Bank Transfer",1,"Express",0,0,"M","Peach"
3152,"Segment 4",4,0,"Bank Transfer",0,"2-Day Shipping",0,1,"L","Orange"
3153,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,0,"M","Red"
3154,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,1,"L","Red"
3155,"Segment 1",1,0,"Cash",0,"Standard",0,0,"M","Gold"
3156,"Segment 1",1,0,"Cash",0,"Free Shipping",0,0,"M","Brown"
3157,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,0,"M","Black"
3158,"Segment 3",3,0,"Debit Card",0,"Store Pickup",0,1,"L","Red"
3159,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Gray"
3160,"Segment 4",4,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Pink"
3161,"Segment 3",3,0,"Cash",1,"Next Day Air",0,1,"XL","Turquoise"
3162,"Segment 4",4,0,"Cash",0,"2-Day Shipping",1,0,"S","Charcoal"
3163,"Segment 4",4,0,"Bank Transfer",0,"Standard",0,1,"L","Blue"
3164,"Segment 3",3,0,"Cash",1,"Express",0,1,"XL","Turquoise"
3165,"Segment 3",3,0,"Credit Card",0,"Standard",0,1,"L","Silver"
3166,"Segment 4",4,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Lavender"
3167,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Gold"
3168,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,0,"M","Blue"
3169,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,0,"M","Orange"
3170,"Segment 3",3,1,"Venmo",0,"Free Shipping",0,0,"M","White"
3171,"Segment 2",2,0,"Credit Card",1,"Express",0,1,"XL","Charcoal"
3172,"Segment 2",2,0,"Bank Transfer",1,"Express",0,0,"M","Maroon"
3173,"Segment 2",2,0,"Debit Card",0,"Standard",0,0,"M","Olive"
3174,"Segment 4",4,1,"PayPal",1,"Next Day Air",0,1,"L","Teal"
3175,"Segment 2",2,1,"PayPal",0,"Store Pickup",0,1,"L","Orange"
3176,"Segment 3",3,0,"Debit Card",0,"Store Pickup",0,0,"M","Maroon"
3177,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",0,1,"XL","Turquoise"
3178,"Segment 2",2,0,"Credit Card",0,"Standard",0,1,"L","Beige"
3179,"Segment 2",2,0,"Credit Card",0,"Free Shipping",0,1,"L","Beige"
3180,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,0,"M","Olive"
3181,"Segment 3",3,1,"PayPal",0,"Standard",0,1,"L","Turquoise"
3182,"Segment 1",1,1,"PayPal",0,"Free Shipping",0,0,"M","Charcoal"
3183,"Segment 4",4,0,"Credit Card",0,"Free Shipping",0,1,"L","Green"
3184,"Segment 2",2,0,"Cash",0,"Standard",0,0,"M","Green"
3185,"Segment 4",4,1,"Venmo",0,"2-Day Shipping",0,1,"L","Green"
3186,"Segment 4",4,1,"PayPal",1,"Express",0,1,"L","Gold"
3187,"Segment 4",4,1,"Venmo",0,"Store Pickup",1,0,"S","Cyan"
3188,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,1,"L","Indigo"
3189,"Segment 3",3,0,"Bank Transfer",0,"Standard",0,0,"M","Lavender"
3190,"Segment 1",1,1,"PayPal",0,"Store Pickup",0,0,"M","Beige"
3191,"Segment 3",3,0,"Credit Card",0,"Free Shipping",1,0,"S","Purple"
3192,"Segment 4",4,0,"Credit Card",0,"Store Pickup",0,1,"XL","Maroon"
3193,"Segment 3",3,0,"Cash",0,"Free Shipping",1,0,"S","Maroon"
3194,"Segment 4",4,0,"Credit Card",1,"Express",0,1,"L","Teal"
3195,"Segment 1",1,0,"Credit Card",0,"Standard",0,1,"L","Gold"
3196,"Segment 4",4,0,"Credit Card",1,"Next Day Air",1,0,"S","Red"
3197,"Segment 3",3,0,"Debit Card",1,"Express",0,1,"L","Maroon"
3198,"Segment 3",3,0,"Credit Card",0,"Free Shipping",0,0,"M","Teal"
3199,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,1,"L","Peach"
3200,"Segment 2",2,1,"PayPal",1,"Express",0,1,"XL","Pink"
3201,"Segment 2",2,0,"Credit Card",0,"Free Shipping",0,1,"L","Black"
3202,"Segment 2",2,0,"Cash",0,"2-Day Shipping",1,0,"S","Indigo"
3203,"Segment 2",2,1,"Venmo",0,"Standard",0,1,"L","Green"
3204,"Segment 2",2,1,"Venmo",1,"Express",0,1,"L","Teal"
3205,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,1,"XL","Lavender"
3206,"Segment 1",1,0,"Bank Transfer",0,"2-Day Shipping",0,1,"XL","Magenta"
3207,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,0,"M","Brown"
3208,"Segment 2",2,1,"PayPal",1,"Next Day Air",0,1,"XL","Beige"
3209,"Segment 2",2,1,"PayPal",0,"2-Day Shipping",0,1,"L","Indigo"
3210,"Segment 2",2,0,"Debit Card",0,"Standard",0,1,"L","Peach"
3211,"Segment 3",3,1,"Venmo",1,"Express",0,0,"M","Magenta"
3212,"Segment 4",4,0,"Cash",0,"Standard",0,1,"L","Turquoise"
3213,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Indigo"
3214,"Segment 3",3,0,"Credit Card",0,"Standard",0,0,"M","Brown"
3215,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,0,"M","Yellow"
3216,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,0,"M","Magenta"
3217,"Segment 3",3,0,"Cash",1,"Next Day Air",1,0,"S","Olive"
3218,"Segment 3",3,1,"Venmo",1,"Express",0,0,"M","Silver"
3219,"Segment 1",1,1,"PayPal",1,"Express",0,0,"M","Teal"
3220,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,1,"L","White"
3221,"Segment 1",1,0,"Cash",0,"Free Shipping",0,0,"M","Blue"
3222,"Segment 3",3,0,"Cash",0,"Standard",0,0,"M","Yellow"
3223,"Segment 4",4,1,"PayPal",0,"Store Pickup",1,0,"S","Maroon"
3224,"Segment 4",4,1,"Venmo",0,"Standard",1,0,"S","Gray"
3225,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,1,"L","Indigo"
3226,"Segment 4",4,0,"Credit Card",0,"Store Pickup",0,0,"M","Pink"
3227,"Segment 4",4,0,"Bank Transfer",1,"Next Day Air",0,1,"XL","Beige"
3228,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,1,"XL","White"
3229,"Segment 4",4,1,"PayPal",0,"2-Day Shipping",0,0,"M","Yellow"
3230,"Segment 3",3,0,"Cash",1,"Express",0,0,"M","Teal"
3231,"Segment 3",3,0,"Debit Card",1,"Next Day Air",0,0,"M","Olive"
3232,"Segment 4",4,0,"Credit Card",0,"Free Shipping",0,0,"M","Maroon"
3233,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,0,"M","White"
3234,"Segment 4",4,0,"Debit Card",1,"Express",0,0,"M","Lavender"
3235,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Black"
3236,"Segment 1",1,1,"Venmo",0,"Free Shipping",0,0,"M","Green"
3237,"Segment 4",4,0,"Cash",1,"Next Day Air",0,1,"L","Olive"
3238,"Segment 2",2,0,"Cash",1,"Express",0,0,"M","Gray"
3239,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,1,"XL","Teal"
3240,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,0,"M","Charcoal"
3241,"Segment 2",2,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Violet"
3242,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,0,"M","Lavender"
3243,"Segment 3",3,1,"Venmo",1,"Express",1,0,"S","Beige"
3244,"Segment 4",4,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Black"
3245,"Segment 4",4,0,"Credit Card",1,"Express",0,0,"M","Black"
3246,"Segment 4",4,0,"Cash",1,"Next Day Air",0,0,"M","Purple"
3247,"Segment 4",4,0,"Cash",0,"Store Pickup",0,0,"M","Magenta"
3248,"Segment 4",4,1,"PayPal",1,"Express",0,0,"M","Teal"
3249,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",1,0,"S","Teal"
3250,"Segment 3",3,0,"Credit Card",1,"Express",0,0,"M","Pink"
3251,"Segment 3",3,1,"Venmo",0,"2-Day Shipping",0,0,"M","Teal"
3252,"Segment 1",1,1,"Venmo",0,"Standard",0,0,"M","Gold"
3253,"Segment 2",2,0,"Credit Card",0,"Store Pickup",0,1,"L","Brown"
3254,"Segment 3",3,1,"Venmo",0,"2-Day Shipping",0,0,"M","Brown"
3255,"Segment 1",1,0,"Bank Transfer",0,"Store Pickup",1,0,"S","Magenta"
3256,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Black"
3257,"Segment 2",2,1,"Venmo",0,"Free Shipping",0,1,"L","Teal"
3258,"Segment 4",4,1,"Venmo",1,"Express",0,0,"M","Brown"
3259,"Segment 1",1,0,"Credit Card",1,"Express",0,0,"M","Magenta"
3260,"Segment 4",4,0,"Debit Card",0,"2-Day Shipping",0,1,"XL","Indigo"
3261,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Violet"
3262,"Segment 2",2,0,"Debit Card",0,"Store Pickup",0,1,"L","Cyan"
3263,"Segment 3",3,0,"Cash",0,"Standard",0,0,"M","Violet"
3264,"Segment 4",4,0,"Debit Card",1,"Express",1,0,"S","Black"
3265,"Segment 1",1,0,"Cash",1,"Express",1,0,"S","Charcoal"
3266,"Segment 3",3,0,"Credit Card",1,"Express",0,0,"M","White"
3267,"Segment 4",4,0,"Bank Transfer",1,"Next Day Air",1,0,"S","Gray"
3268,"Segment 3",3,0,"Credit Card",0,"Store Pickup",0,1,"L","Pink"
3269,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Cyan"
3270,"Segment 1",1,0,"Cash",1,"Express",0,0,"M","Blue"
3271,"Segment 2",2,1,"PayPal",1,"Express",0,0,"M","Indigo"
3272,"Segment 1",1,0,"Credit Card",0,"Standard",0,1,"XL","Magenta"
3273,"Segment 4",4,1,"PayPal",1,"Next Day Air",0,0,"M","Lavender"
3274,"Segment 2",2,1,"PayPal",0,"Free Shipping",1,0,"S","Orange"
3275,"Segment 2",2,0,"Cash",0,"Store Pickup",0,0,"M","Cyan"
3276,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",0,1,"XL","Green"
3277,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,0,"M","White"
3278,"Segment 4",4,0,"Credit Card",0,"Store Pickup",0,0,"M","Blue"
3279,"Segment 4",4,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Black"
3280,"Segment 2",2,0,"Debit Card",1,"Express",1,0,"S","Red"
3281,"Segment 3",3,1,"PayPal",1,"Next Day Air",0,1,"L","Red"
3282,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Gold"
3283,"Segment 1",1,0,"Credit Card",1,"Next Day Air",0,0,"M","Red"
3284,"Segment 2",2,0,"Debit Card",1,"Express",0,1,"L","Purple"
3285,"Segment 4",4,1,"Venmo",0,"2-Day Shipping",0,1,"L","White"
3286,"Segment 2",2,0,"Cash",0,"Free Shipping",0,1,"XL","Magenta"
3287,"Segment 1",1,1,"Venmo",1,"Express",0,1,"L","Pink"
3288,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Black"
3289,"Segment 4",4,0,"Credit Card",1,"Next Day Air",0,1,"XL","White"
3290,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",0,0,"M","Maroon"
3291,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,1,"L","Black"
3292,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,1,"L","Olive"
