"Customer ID","Segment","Cluster","Purchase_Frequency_Num","Frequency of Purchases","Discount_Sensitivity","Discount Applied","Promo Code Used","Subscription Status","Review Rating"
2949,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.1
2950,"Segment 3",3,1,"Annually",0,0,0,"No",3.8
2951,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.1
2952,"Segment 4",4,52,"Weekly",0,0,0,"No",4.6
2953,"Segment 1",1,12,"Monthly",0,0,0,"No",4.9
2954,"Segment 4",4,1,"Annually",0,0,0,"No",4.8
2955,"Segment 1",1,1,"Annually",0,0,0,"No",3.9
2956,"Segment 3",3,1,"Annually",0,0,0,"No",2.6
2957,"Segment 4",4,12,"Monthly",0,0,0,"No",3.7
2958,"Segment 4",4,1,"Annually",0,0,0,"No",4.7
2959,"Segment 4",4,12,"Monthly",0,0,0,"No",4.5
2960,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.7
2961,"Segment 2",2,52,"Weekly",0,0,0,"No",3.6
2962,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.8
2963,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4
2964,"Segment 4",4,52,"Weekly",0,0,0,"No",3.6
2965,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.8
2966,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.4
2967,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.8
2968,"Segment 3",3,1,"Annually",0,0,0,"No",3.4
2969,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.9
2970,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.3
2971,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.4
2972,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3.9
2973,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.2
2974,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.7
2975,"Segment 4",4,52,"Weekly",0,0,0,"No",4.1
2976,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.5
2977,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.8
2978,"Segment 3",3,1,"Annually",0,0,0,"No",3.4
2979,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.9
2980,"Segment 3",3,52,"Weekly",0,0,0,"No",2.6
2981,"Segment 4",4,12,"Monthly",0,0,0,"No",4.4
2982,"Segment 1",1,1,"Annually",0,0,0,"No",4.9
2983,"Segment 3",3,52,"Weekly",0,0,0,"No",3.6
2984,"Segment 2",2,4,"Quarterly",0,0,0,"No",2.8
2985,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.3
2986,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3
2987,"Segment 4",4,12,"Monthly",0,0,0,"No",3.3
2988,"Segment 2",2,12,"Monthly",0,0,0,"No",2.5
2989,"Segment 4",4,12,"Monthly",0,0,0,"No",5
2990,"Segment 2",2,52,"Weekly",0,0,0,"No",4.3
2991,"Segment 4",4,12,"Monthly",0,0,0,"No",4.2
2992,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.9
2993,"Segment 1",1,52,"Weekly",0,0,0,"No",3.9
2994,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.2
2995,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.5
2996,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.5
2997,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",2.9
2998,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.7
2999,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.7
3000,"Segment 1",1,12,"Monthly",0,0,0,"No",3.8
3001,"Segment 4",4,52,"Weekly",0,0,0,"No",3.7
3002,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.7
3003,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.6
3004,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.8
3005,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.7
3006,"Segment 3",3,52,"Weekly",0,0,0,"No",3.5
3007,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.7
3008,"Segment 3",3,52,"Weekly",0,0,0,"No",3
3009,"Segment 1",1,52,"Weekly",0,0,0,"No",4.9
3010,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.6
3011,"Segment 2",2,1,"Annually",0,0,0,"No",3.3
3012,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3
3013,"Segment 3",3,1,"Annually",0,0,0,"No",3.5
3014,"Segment 1",1,12,"Monthly",0,0,0,"No",4.2
3015,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.5
3016,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",2.8
3017,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.9
3018,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.3
3019,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3
3020,"Segment 1",1,1,"Annually",0,0,0,"No",3.9
3021,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.8
3022,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.5
3023,"Segment 2",2,52,"Weekly",0,0,0,"No",4
3024,"Segment 2",2,4,"Quarterly",0,0,0,"No",2.9
3025,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4
3026,"Segment 3",3,12,"Monthly",0,0,0,"No",3.4
3027,"Segment 3",3,1,"Annually",0,0,0,"No",2.5
3028,"Segment 2",2,4,"Quarterly",0,0,0,"No",2.8
3029,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3
3030,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.1
3031,"Segment 2",2,52,"Weekly",0,0,0,"No",2.6
3032,"Segment 4",4,12,"Monthly",0,0,0,"No",4.9
3033,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.5
3034,"Segment 3",3,52,"Weekly",0,0,0,"No",2.6
3035,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.5
3036,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.5
3037,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.3
3038,"Segment 1",1,1,"Annually",0,0,0,"No",4.8
3039,"Segment 2",2,1,"Annually",0,0,0,"No",4.2
3040,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.2
3041,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.1
3042,"Segment 4",4,12,"Monthly",0,0,0,"No",4
3043,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.9
3044,"Segment 3",3,12,"Monthly",0,0,0,"No",2.6
3045,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.7
3046,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.6
3047,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.2
3048,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.1
3049,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.9
3050,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3
3051,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3.6
3052,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.6
3053,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.5
3054,"Segment 3",3,12,"Monthly",0,0,0,"No",3.2
3055,"Segment 1",1,12,"Monthly",0,0,0,"No",4.9
3056,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",5
3057,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.8
3058,"Segment 2",2,52,"Weekly",0,0,0,"No",3.4
3059,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.8
3060,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.2
3061,"Segment 4",4,12,"Monthly",0,0,0,"No",4.7
3062,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.5
3063,"Segment 4",4,12,"Monthly",0,0,0,"No",3.3
3064,"Segment 1",1,26,"Fortnightly",0,0,0,"No",3.9
3065,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.6
3066,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.8
3067,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.3
3068,"Segment 2",2,52,"Weekly",0,0,0,"No",3.5
3069,"Segment 1",1,52,"Weekly",0,0,0,"No",4.2
3070,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.6
3071,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",2.6
3072,"Segment 3",3,12,"Monthly",0,0,0,"No",3.4
3073,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.1
3074,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.6
3075,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.2
3076,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.6
3077,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.6
3078,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3
3079,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.5
3080,"Segment 2",2,1,"Annually",0,0,0,"No",4
3081,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",4.1
3082,"Segment 2",2,52,"Weekly",0,0,0,"No",4.9
3083,"Segment 4",4,1,"Annually",0,0,0,"No",4
3084,"Segment 1",1,4,"Quarterly",0,0,0,"No",3.5
3085,"Segment 2",2,12,"Monthly",0,0,0,"No",3.2
3086,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.8
3087,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.5
3088,"Segment 4",4,12,"Monthly",0,0,0,"No",3.1
3089,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.3
3090,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",4.6
3091,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.9
3092,"Segment 4",4,1,"Annually",0,0,0,"No",3.4
3093,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.5
3094,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.8
3095,"Segment 3",3,52,"Weekly",0,0,0,"No",2.7
3096,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.4
3097,"Segment 4",4,12,"Monthly",0,0,0,"No",3.5
3098,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.7
3099,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.3
3100,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.9
3101,"Segment 4",4,52,"Weekly",0,0,0,"No",3.9
3102,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.7
3103,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.3
3104,"Segment 3",3,52,"Weekly",0,0,0,"No",3
3105,"Segment 1",1,26,"Fortnightly",0,0,0,"No",5
3106,"Segment 2",2,12,"Monthly",0,0,0,"No",2.7
3107,"Segment 4",4,1,"Annually",0,0,0,"No",4.7
3108,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",4.6
3109,"Segment 3",3,12,"Monthly",0,0,0,"No",3.2
3110,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.3
3111,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.6
3112,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.9
3113,"Segment 3",3,1,"Annually",0,0,0,"No",3.8
3114,"Segment 3",3,52,"Weekly",0,0,0,"No",2.6
3115,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.7
3116,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.1
3117,"Segment 4",4,52,"Weekly",0,0,0,"No",3.7
3118,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3
3119,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.7
3120,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.7
3121,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4
3122,"Segment 2",2,52,"Weekly",0,0,0,"No",2.6
3123,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3
3124,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.3
3125,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.4
3126,"Segment 1",1,4,"Quarterly",0,0,0,"No",4
3127,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.6
3128,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.4
3129,"Segment 2",2,1,"Annually",0,0,0,"No",4.4
3130,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.7
3131,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.5
3132,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.9
3133,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.2
3134,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.1
3135,"Segment 1",1,52,"Weekly",0,0,0,"No",4.4
3136,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.7
3137,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.1
3138,"Segment 3",3,12,"Monthly",0,0,0,"No",2.7
3139,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.6
3140,"Segment 1",1,52,"Weekly",0,0,0,"No",4.4
3141,"Segment 1",1,52,"Weekly",0,0,0,"No",4.6
3142,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.9
3143,"Segment 1",1,4,"Quarterly",0,0,0,"No",4
3144,"Segment 2",2,4,"Quarterly",0,0,0,"No",2.9
3145,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.6
3146,"Segment 2",2,26,"Fortnightly",0,0,0,"No",4.6
3147,"Segment 1",1,1,"Annually",0,0,0,"No",4.9
3148,"Segment 4",4,52,"Weekly",0,0,0,"No",4.3
3149,"Segment 1",1,52,"Weekly",0,0,0,"No",4.3
3150,"Segment 1",1,1,"Annually",0,0,0,"No",4.6
3151,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",2.6
3152,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.1
3153,"Segment 4",4,12,"Monthly",0,0,0,"No",3.1
3154,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.1
3155,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.4
3156,"Segment 1",1,1,"Annually",0,0,0,"No",4.3
3157,"Segment 3",3,12,"Monthly",0,0,0,"No",3.1
3158,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.1
3159,"Segment 1",1,12,"Monthly",0,0,0,"No",4.9
3160,"Segment 4",4,4,"Quarterly",0,0,0,"No",2.9
3161,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.8
3162,"Segment 4",4,12,"Monthly",0,0,0,"No",4.2
3163,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.9
3164,"Segment 3",3,12,"Monthly",0,0,0,"No",2.8
3165,"Segment 3",3,1,"Annually",0,0,0,"No",2.6
3166,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3
3167,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.7
3168,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.8
3169,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.9
3170,"Segment 3",3,52,"Weekly",0,0,0,"No",3.8
3171,"Segment 2",2,26,"Fortnightly",0,0,0,"No",4.4
3172,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.1
3173,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.7
3174,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.9
3175,"Segment 2",2,12,"Monthly",0,0,0,"No",3.8
3176,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3.4
3177,"Segment 1",1,12,"Monthly",0,0,0,"No",4.6
3178,"Segment 2",2,12,"Monthly",0,0,0,"No",3.2
3179,"Segment 2",2,1,"Annually",0,0,0,"No",2.7
3180,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.3
3181,"Segment 3",3,52,"Weekly",0,0,0,"No",3.8
3182,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.4
3183,"Segment 4",4,1,"Annually",0,0,0,"No",3.6
3184,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.5
3185,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.2
3186,"Segment 4",4,1,"Annually",0,0,0,"No",4.7
3187,"Segment 4",4,1,"Annually",0,0,0,"No",4.8
3188,"Segment 4",4,52,"Weekly",0,0,0,"No",3.2
3189,"Segment 3",3,12,"Monthly",0,0,0,"No",3.5
3190,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.2
3191,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.4
3192,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.7
3193,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3
3194,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4
3195,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.6
3196,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.9
3197,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.8
3198,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3.2
3199,"Segment 4",4,52,"Weekly",0,0,0,"No",2.8
3200,"Segment 2",2,12,"Monthly",0,0,0,"No",4.2
3201,"Segment 2",2,12,"Monthly",0,0,0,"No",4.8
3202,"Segment 2",2,12,"Monthly",0,0,0,"No",2.8
3203,"Segment 2",2,1,"Annually",0,0,0,"No",4.5
3204,"Segment 2",2,1,"Annually",0,0,0,"No",4.1
3205,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.3
3206,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.4
3207,"Segment 3",3,12,"Monthly",0,0,0,"No",3
3208,"Segment 2",2,1,"Annually",0,0,0,"No",2.7
3209,"Segment 2",2,52,"Weekly",0,0,0,"No",3.3
3210,"Segment 2",2,1,"Annually",0,0,0,"No",4.3
3211,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.9
3212,"Segment 4",4,12,"Monthly",0,0,0,"No",4.9
3213,"Segment 1",1,52,"Weekly",0,0,0,"No",3.6
3214,"Segment 3",3,12,"Monthly",0,0,0,"No",3.3
3215,"Segment 3",3,1,"Annually",0,0,0,"No",3.1
3216,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.7
3217,"Segment 3",3,52,"Weekly",0,0,0,"No",3.4
3218,"Segment 3",3,52,"Weekly",0,0,0,"No",3.4
3219,"Segment 1",1,12,"Monthly",0,0,0,"No",3.9
3220,"Segment 2",2,52,"Weekly",0,0,0,"No",3.5
3221,"Segment 1",1,12,"Monthly",0,0,0,"No",4.1
3222,"Segment 3",3,1,"Annually",0,0,0,"No",3.2
3223,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.6
3224,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.9
3225,"Segment 3",3,12,"Monthly",0,0,0,"No",2.7
3226,"Segment 4",4,52,"Weekly",0,0,0,"No",3
3227,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.3
3228,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.7
3229,"Segment 4",4,1,"Annually",0,0,0,"No",4.6
3230,"Segment 3",3,12,"Monthly",0,0,0,"No",2.7
3231,"Segment 3",3,1,"Annually",0,0,0,"No",2.5
3232,"Segment 4",4,1,"Annually",0,0,0,"No",4.4
3233,"Segment 2",2,12,"Monthly",0,0,0,"No",4
3234,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.8
3235,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.5
3236,"Segment 1",1,12,"Monthly",0,0,0,"No",4
3237,"Segment 4",4,12,"Monthly",0,0,0,"No",4.1
3238,"Segment 2",2,52,"Weekly",0,0,0,"No",2.8
3239,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.4
3240,"Segment 3",3,12,"Monthly",0,0,0,"No",2.7
3241,"Segment 2",2,12,"Monthly",0,0,0,"No",3.8
3242,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.4
3243,"Segment 3",3,52,"Weekly",0,0,0,"No",2.8
3244,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",5
3245,"Segment 4",4,1,"Annually",0,0,0,"No",4.7
3246,"Segment 4",4,52,"Weekly",0,0,0,"No",3.2
3247,"Segment 4",4,12,"Monthly",0,0,0,"No",2.9
3248,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.7
3249,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.2
3250,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.4
3251,"Segment 3",3,52,"Weekly",0,0,0,"No",2.9
3252,"Segment 1",1,4,"Quarterly",0,0,0,"No",3.7
3253,"Segment 2",2,26,"Fortnightly",0,0,0,"No",2.7
3254,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.2
3255,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.9
3256,"Segment 2",2,12,"Monthly",0,0,0,"No",2.8
3257,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.7
3258,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.3
3259,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.3
3260,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.7
3261,"Segment 1",1,1,"Annually",0,0,0,"No",4.5
3262,"Segment 2",2,52,"Weekly",0,0,0,"No",3.4
3263,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.7
3264,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.4
3265,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4
3266,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.2
3267,"Segment 4",4,52,"Weekly",0,0,0,"No",4.2
3268,"Segment 3",3,4,"Quarterly",0,0,0,"No",3
3269,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.8
3270,"Segment 1",1,12,"Monthly",0,0,0,"No",4.9
3271,"Segment 2",2,1,"Annually",0,0,0,"No",4.7
3272,"Segment 1",1,52,"Weekly",0,0,0,"No",4.4
3273,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.1
3274,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.6
3275,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.9
3276,"Segment 3",3,52,"Weekly",0,0,0,"No",2.6
3277,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4
3278,"Segment 4",4,12,"Monthly",0,0,0,"No",4.9
3279,"Segment 4",4,52,"Weekly",0,0,0,"No",3.3
3280,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3
3281,"Segment 3",3,12,"Monthly",0,0,0,"No",2.7
3282,"Segment 3",3,1,"Annually",0,0,0,"No",3.1
3283,"Segment 1",1,12,"Monthly",0,0,0,"No",4.8
3284,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.9
3285,"Segment 4",4,1,"Annually",0,0,0,"No",4.5
3286,"Segment 2",2,52,"Weekly",0,0,0,"No",4.6
3287,"Segment 1",1,26,"Fortnightly",0,0,0,"No",5
3288,"Segment 1",1,52,"Weekly",0,0,0,"No",4.3
3289,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.9
3290,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4
3291,"Segment 3",3,12,"Monthly",0,0,0,"No",3.1
3292,"Segment 3",3,12,"Monthly",0,0,0,"No",2.6
3293,"Segment 2",2,26,"Fortnightly",0,0,0,"No",4.9
3294,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.5
3295,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.5
3296,"Segment 2",2,52,"Weekly",0,0,0,"No",2.8
3297,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.2
3298,"Segment 4",4,12,"Monthly",0,0,0,"No",4.1
3299,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.5
3300,"Segment 2",2,12,"Monthly",0,0,0,"No",4
3301,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4
3302,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.5
3303,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.2
3304,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.4
3305,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.8
3306,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.9
3307,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.6
3308,"Segment 1",1,12,"Monthly",0,0,0,"No",4
3309,"Segment 3",3,12,"Monthly",0,0,0,"No",2.6
3310,"Segment 2",2,12,"Monthly",0,0,0,"No",3.1
3311,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.6
3312,"Segment 1",1,1,"Annually",0,0,0,"No",4
3313,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.9
3314,"Segment 2",2,12,"Monthly",0,0,0,"No",3.9
3315,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.3
3316,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.9
3317,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.1
3318,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.7
3319,"Segment 2",2,12,"Monthly",0,0,0,"No",3.9
3320,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.3
3321,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.2
3322,"Segment 4",4,1,"Annually",0,0,0,"No",4.3
3323,"Segment 4",4,52,"Weekly",0,0,0,"No",4.6
3324,"Segment 4",4,12,"Monthly",0,0,0,"No",3.8
3325,"Segment 2",2,52,"Weekly",0,0,0,"No",3.3
3326,"Segment 3",3,12,"Monthly",0,0,0,"No",3.7
3327,"Segment 4",4,1,"Annually",0,0,0,"No",4.3
3328,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.1
3329,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.2
3330,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.8
3331,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.2
3332,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.5
3333,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.1
3334,"Segment 2",2,12,"Monthly",0,0,0,"No",4.2
3335,"Segment 2",2,1,"Annually",0,0,0,"No",3.4
3336,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.5
3337,"Segment 1",1,1,"Annually",0,0,0,"No",4
3338,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.4
3339,"Segment 3",3,12,"Monthly",0,0,0,"No",2.9
3340,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.6
3341,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.4
3342,"Segment 4",4,12,"Monthly",0,0,0,"No",4.5
3343,"Segment 4",4,52,"Weekly",0,0,0,"No",3.8
3344,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.6
3345,"Segment 2",2,1,"Annually",0,0,0,"No",4.3
3346,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",4
3347,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.4
3348,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.4
3349,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.8
3350,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.8
3351,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.9
